time,P,G(i),H_sun,T2m,WS10m,Int
2010-01-01 00:10:00,0.0,0.0,0.0,-1.32,1.86,0.0
2010-01-01 01:10:00,0.0,0.0,0.0,-1.81,1.72,0.0
2010-01-01 02:10:00,0.0,0.0,0.0,-2.56,1.66,0.0
2010-01-01 03:10:00,0.0,0.0,0.0,-2.99,1.59,0.0
2010-01-01 04:10:00,0.0,0.0,0.0,-3.35,1.59,0.0
2010-01-01 05:10:00,0.0,0.0,0.0,-3.64,1.52,0.0
2010-01-01 06:10:00,0.0,0.0,0.0,-3.74,1.38,0.0
2010-01-01 07:10:00,0.0,0.0,0.0,-3.24,1.31,0.0
2010-01-01 08:10:00,210.14,210.31,7.06,-2.45,0.76,0.0
2010-01-01 09:10:00,378.46,373.25,13.0,-0.14,0.14,0.0
2010-01-01 10:10:00,557.87,562.08,16.97,2.64,0.21,0.0
2010-01-01 11:10:00,205.27,213.01,18.6,4.3,0.76,0.0
2010-01-01 12:10:00,275.69,279.31,17.72,4.86,1.52,0.0
2010-01-01 13:10:00,256.3,260.11,14.42,4.96,1.86,0.0
2010-01-01 14:10:00,97.72,110.21,9.03,4.66,1.93,0.0
2010-01-01 15:10:00,0.0,5.51,1.96,4.22,1.72,0.0
2010-01-01 16:10:00,0.0,0.0,0.0,3.58,1.66,0.0
2010-01-01 17:10:00,0.0,0.0,0.0,3.19,1.72,0.0
2010-01-01 18:10:00,0.0,0.0,0.0,2.76,1.72,0.0
2010-01-01 19:10:00,0.0,0.0,0.0,2.48,1.93,0.0
2010-01-01 20:10:00,0.0,0.0,0.0,1.73,1.93,0.0
2010-01-01 21:10:00,0.0,0.0,0.0,0.81,2.28,0.0
2010-01-01 22:10:00,0.0,0.0,0.0,0.19,2.76,0.0
2010-01-01 23:10:00,0.0,0.0,0.0,-0.29,3.59,0.0
2010-01-02 00:10:00,0.0,0.0,0.0,-0.67,3.59,0.0
2010-01-02 01:10:00,0.0,0.0,0.0,-1.02,3.79,0.0
2010-01-02 02:10:00,0.0,0.0,0.0,-1.26,3.72,0.0
2010-01-02 03:10:00,0.0,0.0,0.0,-1.57,3.72,0.0
2010-01-02 04:10:00,0.0,0.0,0.0,-1.81,3.52,0.0
2010-01-02 05:10:00,0.0,0.0,0.0,-2.17,4.14,0.0
2010-01-02 06:10:00,0.0,0.0,0.0,-2.58,4.21,0.0
2010-01-02 07:10:00,0.0,0.0,0.0,-2.59,3.45,0.0
2010-01-02 08:10:00,248.72,243.08,7.08,-2.8,3.52,0.0
2010-01-02 09:10:00,158.87,162.55,13.04,-2.57,4.62,0.0
2010-01-02 10:10:00,445.9,423.93,17.03,-2.31,4.28,0.0
2010-01-02 11:10:00,76.6,88.4,18.68,-2.23,3.86,0.0
2010-01-02 12:10:00,231.74,229.35,17.82,-2.02,3.86,0.0
2010-01-02 13:10:00,84.7,95.86,14.54,-1.75,3.86,0.0
2010-01-02 14:10:00,3.23,11.18,9.15,-2.13,4.21,0.0
2010-01-02 15:10:00,0.02,5.51,2.09,-2.58,3.59,0.0
2010-01-02 16:10:00,0.0,0.0,0.0,-3.28,3.24,0.0
2010-01-02 17:10:00,0.0,0.0,0.0,-3.61,2.97,0.0
2010-01-02 18:10:00,0.0,0.0,0.0,-3.74,2.76,0.0
2010-01-02 19:10:00,0.0,0.0,0.0,-4.0,2.41,0.0
2010-01-02 20:10:00,0.0,0.0,0.0,-4.22,2.34,0.0
2010-01-02 21:10:00,0.0,0.0,0.0,-4.39,2.34,0.0
2010-01-02 22:10:00,0.0,0.0,0.0,-4.4,2.48,0.0
2010-01-02 23:10:00,0.0,0.0,0.0,-4.41,2.62,0.0
2010-01-03 00:10:00,0.0,0.0,0.0,-4.31,2.62,0.0
2010-01-03 01:10:00,0.0,0.0,0.0,-5.64,2.55,0.0
2010-01-03 02:10:00,0.0,0.0,0.0,-5.85,2.55,0.0
2010-01-03 03:10:00,0.0,0.0,0.0,-6.03,2.62,0.0
2010-01-03 04:10:00,0.0,0.0,0.0,-6.01,2.69,0.0
2010-01-03 05:10:00,0.0,0.0,0.0,-5.9,2.69,0.0
2010-01-03 06:10:00,0.0,0.0,0.0,-5.87,2.69,0.0
2010-01-03 07:10:00,0.0,0.0,0.0,-5.53,2.83,0.0
2010-01-03 08:10:00,552.91,523.16,7.11,-4.92,2.76,0.0
2010-01-03 09:10:00,717.15,685.96,13.09,-3.94,2.9,0.0
2010-01-03 10:10:00,254.86,249.57,17.1,-2.93,3.17,0.0
2010-01-03 11:10:00,226.65,225.58,18.77,-1.67,3.31,0.0
2010-01-03 12:10:00,754.95,732.54,17.92,-1.03,3.38,0.0
2010-01-03 13:10:00,209.11,209.89,14.66,-0.69,3.24,0.0
2010-01-03 14:10:00,376.96,364.41,9.28,-0.65,2.69,0.0
2010-01-03 15:10:00,0.33,6.19,2.22,-1.25,2.41,0.0
2010-01-03 16:10:00,0.0,0.0,0.0,-2.25,2.62,0.0
2010-01-03 17:10:00,0.0,0.0,0.0,-2.61,2.55,0.0
2010-01-03 18:10:00,0.0,0.0,0.0,-2.79,2.28,0.0
2010-01-03 19:10:00,0.0,0.0,0.0,-3.47,2.28,0.0
2010-01-03 20:10:00,0.0,0.0,0.0,-3.44,1.93,0.0
2010-01-03 21:10:00,0.0,0.0,0.0,-3.44,1.59,0.0
2010-01-03 22:10:00,0.0,0.0,0.0,-3.71,1.24,0.0
2010-01-03 23:10:00,0.0,0.0,0.0,-4.01,1.31,0.0
2010-01-04 00:10:00,0.0,0.0,0.0,-4.5,1.17,0.0
2010-01-04 01:10:00,0.0,0.0,0.0,-4.79,0.97,0.0
2010-01-04 02:10:00,0.0,0.0,0.0,-4.91,0.83,0.0
2010-01-04 03:10:00,0.0,0.0,0.0,-4.86,0.69,0.0
2010-01-04 04:10:00,0.0,0.0,0.0,-5.01,0.69,0.0
2010-01-04 05:10:00,0.0,0.0,0.0,-5.23,0.76,0.0
2010-01-04 06:10:00,0.0,0.0,0.0,-5.39,0.83,0.0
2010-01-04 07:10:00,0.0,0.0,0.0,-5.74,0.69,0.0
2010-01-04 08:10:00,490.01,470.26,7.15,-5.75,0.48,0.0
2010-01-04 09:10:00,738.07,731.4,13.15,-4.67,0.28,0.0
2010-01-04 10:10:00,854.42,867.06,17.18,-3.36,0.41,0.0
2010-01-04 11:10:00,671.3,665.15,18.87,-2.31,0.55,0.0
2010-01-04 12:10:00,826.75,837.94,18.04,-1.61,0.69,0.0
2010-01-04 13:10:00,665.9,660.09,14.78,-1.34,0.69,0.0
2010-01-04 14:10:00,432.69,421.45,9.42,-1.41,0.76,0.0
2010-01-04 15:10:00,0.33,6.19,2.36,-1.93,0.97,0.0
2010-01-04 16:10:00,0.0,0.0,0.0,-2.89,1.17,0.0
2010-01-04 17:10:00,0.0,0.0,0.0,-3.73,0.97,0.0
2010-01-04 18:10:00,0.0,0.0,0.0,-4.21,0.76,0.0
2010-01-04 19:10:00,0.0,0.0,0.0,-4.75,0.21,0.0
2010-01-04 20:10:00,0.0,0.0,0.0,-5.27,0.07,0.0
2010-01-04 21:10:00,0.0,0.0,0.0,-5.72,0.0,0.0
2010-01-04 22:10:00,0.0,0.0,0.0,-6.18,0.28,0.0
2010-01-04 23:10:00,0.0,0.0,0.0,-6.86,0.48,0.0
2010-01-05 00:10:00,0.0,0.0,0.0,-7.14,0.55,0.0
2010-01-05 01:10:00,0.0,0.0,0.0,-7.41,0.62,0.0
2010-01-05 02:10:00,0.0,0.0,0.0,-7.66,0.76,0.0
2010-01-05 03:10:00,0.0,0.0,0.0,-7.87,0.9,0.0
2010-01-05 04:10:00,0.0,0.0,0.0,-7.93,1.03,0.0
2010-01-05 05:10:00,0.0,0.0,0.0,-7.91,1.17,0.0
2010-01-05 06:10:00,0.0,0.0,0.0,-7.99,1.38,0.0
2010-01-05 07:10:00,0.0,0.0,0.0,-6.74,1.86,0.0
2010-01-05 08:10:00,78.19,87.59,7.2,-6.45,1.79,0.0
2010-01-05 09:10:00,111.52,118.79,13.22,-5.59,2.28,0.0
2010-01-05 10:10:00,50.04,62.31,17.26,-4.55,2.48,0.0
2010-01-05 11:10:00,57.97,70.3,18.97,-3.53,2.48,0.0
2010-01-05 12:10:00,56.13,68.7,18.16,-2.83,2.34,0.0
2010-01-05 13:10:00,72.52,84.39,14.92,-2.5,2.21,0.0
2010-01-05 14:10:00,51.55,63.82,9.56,-2.58,2.21,0.0
2010-01-05 15:10:00,0.34,6.19,2.51,-3.2,1.79,0.0
2010-01-05 16:10:00,0.0,0.0,0.0,-3.97,1.79,0.0
2010-01-05 17:10:00,0.0,0.0,0.0,-4.45,1.79,0.0
2010-01-05 18:10:00,0.0,0.0,0.0,-4.68,1.66,0.0
2010-01-05 19:10:00,0.0,0.0,0.0,-5.63,1.86,0.0
2010-01-05 20:10:00,0.0,0.0,0.0,-5.7,1.52,0.0
2010-01-05 21:10:00,0.0,0.0,0.0,-5.88,1.45,0.0
2010-01-05 22:10:00,0.0,0.0,0.0,-6.05,1.45,0.0
2010-01-05 23:10:00,0.0,0.0,0.0,-6.2,1.38,0.0
2010-01-06 00:10:00,0.0,0.0,0.0,-6.28,1.24,0.0
2010-01-06 01:10:00,0.0,0.0,0.0,-6.28,1.03,0.0
2010-01-06 02:10:00,0.0,0.0,0.0,-6.4,0.83,0.0
2010-01-06 03:10:00,0.0,0.0,0.0,-6.61,0.76,0.0
2010-01-06 04:10:00,0.0,0.0,0.0,-6.89,0.62,0.0
2010-01-06 05:10:00,0.0,0.0,0.0,-7.16,0.28,0.0
2010-01-06 06:10:00,0.0,0.0,0.0,-7.33,0.07,0.0
2010-01-06 07:10:00,0.0,0.0,0.0,-6.65,0.14,0.0
2010-01-06 08:10:00,78.44,88.09,7.25,-6.32,0.28,0.0
2010-01-06 09:10:00,110.92,118.49,13.29,-5.94,0.48,0.0
2010-01-06 10:10:00,89.49,99.59,17.36,-5.33,0.48,0.0
2010-01-06 11:10:00,121.6,129.81,19.08,-4.26,0.41,0.0
2010-01-06 12:10:00,134.61,142.23,18.29,-3.19,0.34,0.0
2010-01-06 13:10:00,38.33,51.13,15.06,-2.71,0.41,0.0
2010-01-06 14:10:00,67.26,78.91,9.71,-2.81,0.55,0.0
2010-01-06 15:10:00,1.05,7.57,2.66,-3.01,0.55,0.0
2010-01-06 16:10:00,0.0,0.0,0.0,-3.1,0.62,0.0
2010-01-06 17:10:00,0.0,0.0,0.0,-3.18,0.07,0.0
2010-01-06 18:10:00,0.0,0.0,0.0,-3.37,0.34,0.0
2010-01-06 19:10:00,0.0,0.0,0.0,-3.89,0.34,0.0
2010-01-06 20:10:00,0.0,0.0,0.0,-3.91,0.34,0.0
2010-01-06 21:10:00,0.0,0.0,0.0,-4.01,0.34,0.0
2010-01-06 22:10:00,0.0,0.0,0.0,-4.19,0.34,0.0
2010-01-06 23:10:00,0.0,0.0,0.0,-4.25,0.07,0.0
2010-01-07 00:10:00,0.0,0.0,0.0,-4.23,0.0,0.0
2010-01-07 01:10:00,0.0,0.0,0.0,-4.23,0.21,0.0
2010-01-07 02:10:00,0.0,0.0,0.0,-4.06,0.34,0.0
2010-01-07 03:10:00,0.0,0.0,0.0,-4.04,0.41,0.0
2010-01-07 04:10:00,0.0,0.0,0.0,-4.08,0.62,0.0
2010-01-07 05:10:00,0.0,0.0,0.0,-4.1,0.83,0.0
2010-01-07 06:10:00,0.0,0.0,0.0,-4.78,1.03,0.0
2010-01-07 07:10:00,0.0,0.0,0.0,-3.93,0.62,0.0
2010-01-07 08:10:00,489.69,472.62,7.31,-3.8,0.83,0.0
2010-01-07 09:10:00,769.21,760.31,13.37,-3.16,1.03,0.0
2010-01-07 10:10:00,870.78,873.01,17.46,-3.18,1.1,0.0
2010-01-07 11:10:00,747.83,745.67,19.2,-0.9,1.17,0.0
2010-01-07 12:10:00,851.06,865.69,18.43,0.0,1.1,0.0
2010-01-07 13:10:00,732.32,732.29,15.21,0.37,1.17,0.0
2010-01-07 14:10:00,393.36,384.09,9.86,0.16,1.45,0.0
2010-01-07 15:10:00,2.65,10.32,2.82,-1.14,1.79,0.0
2010-01-07 16:10:00,0.0,0.0,0.0,-2.5,2.0,0.0
2010-01-07 17:10:00,0.0,0.0,0.0,-3.45,2.14,0.0
2010-01-07 18:10:00,0.0,0.0,0.0,-4.06,2.14,0.0
2010-01-07 19:10:00,0.0,0.0,0.0,-4.28,1.79,0.0
2010-01-07 20:10:00,0.0,0.0,0.0,-4.39,1.86,0.0
2010-01-07 21:10:00,0.0,0.0,0.0,-4.55,1.93,0.0
2010-01-07 22:10:00,0.0,0.0,0.0,-4.67,1.93,0.0
2010-01-07 23:10:00,0.0,0.0,0.0,-4.53,2.07,0.0
2010-01-08 00:10:00,0.0,0.0,0.0,-4.13,2.28,0.0
2010-01-08 01:10:00,0.0,0.0,0.0,-3.74,2.34,0.0
2010-01-08 02:10:00,0.0,0.0,0.0,-3.35,2.48,0.0
2010-01-08 03:10:00,0.0,0.0,0.0,-3.14,2.69,0.0
2010-01-08 04:10:00,0.0,0.0,0.0,-3.03,2.69,0.0
2010-01-08 05:10:00,0.0,0.0,0.0,-3.09,2.76,0.0
2010-01-08 06:10:00,0.0,0.0,0.0,-3.2,2.62,0.0
2010-01-08 07:10:00,0.0,0.0,0.0,-3.75,2.34,0.0
2010-01-08 08:10:00,59.29,70.73,7.37,-3.71,2.83,0.0
2010-01-08 09:10:00,76.39,87.43,13.45,-3.38,3.17,0.0
2010-01-08 10:10:00,28.4,40.74,17.56,-3.02,3.24,0.0
2010-01-08 11:10:00,28.34,40.74,19.33,-2.58,3.59,0.0
2010-01-08 12:10:00,116.25,125.12,18.57,-2.2,3.79,0.0
2010-01-08 13:10:00,157.42,162.19,15.36,-1.82,3.93,0.0
2010-01-08 14:10:00,28.24,40.74,10.02,-1.9,3.86,0.0
2010-01-08 15:10:00,3.11,11.01,2.98,-2.14,3.17,0.0
2010-01-08 16:10:00,0.0,0.0,0.0,-2.57,3.24,0.0
2010-01-08 17:10:00,0.0,0.0,0.0,-2.86,3.1,0.0
2010-01-08 18:10:00,0.0,0.0,0.0,-3.08,2.9,0.0
2010-01-08 19:10:00,0.0,0.0,0.0,-3.85,3.17,0.0
2010-01-08 20:10:00,0.0,0.0,0.0,-3.89,2.9,0.0
2010-01-08 21:10:00,0.0,0.0,0.0,-4.04,2.48,0.0
2010-01-08 22:10:00,0.0,0.0,0.0,-4.05,2.48,0.0
2010-01-08 23:10:00,0.0,0.0,0.0,-4.12,2.41,0.0
2010-01-09 00:10:00,0.0,0.0,0.0,-4.22,2.48,0.0
2010-01-09 01:10:00,0.0,0.0,0.0,-4.32,2.34,0.0
2010-01-09 02:10:00,0.0,0.0,0.0,-4.39,2.34,0.0
2010-01-09 03:10:00,0.0,0.0,0.0,-4.47,2.34,0.0
2010-01-09 04:10:00,0.0,0.0,0.0,-4.62,2.41,0.0
2010-01-09 05:10:00,0.0,0.0,0.0,-4.72,2.48,0.0
2010-01-09 06:10:00,0.0,0.0,0.0,-4.84,2.34,0.0
2010-01-09 07:10:00,0.0,0.0,0.0,-4.83,2.34,0.0
2010-01-09 08:10:00,2.76,10.38,7.45,-4.77,2.34,0.0
2010-01-09 09:10:00,70.87,82.0,13.55,-4.53,2.41,0.0
2010-01-09 10:10:00,189.42,190.13,17.68,-4.03,2.62,0.0
2010-01-09 11:10:00,38.6,51.13,19.47,-3.67,2.55,0.0
2010-01-09 12:10:00,172.99,176.05,18.72,-3.3,2.69,0.0
2010-01-09 13:10:00,85.62,96.36,15.52,-3.05,2.83,0.0
2010-01-09 14:10:00,21.65,33.55,10.19,-3.0,2.83,0.0
2010-01-09 15:10:00,2.25,9.64,3.15,-3.17,2.62,0.0
2010-01-09 16:10:00,0.0,0.0,0.0,-3.43,2.21,0.0
2010-01-09 17:10:00,0.0,0.0,0.0,-3.74,2.14,0.0
2010-01-09 18:10:00,0.0,0.0,0.0,-3.98,2.28,0.0
2010-01-09 19:10:00,0.0,0.0,0.0,-4.55,2.07,0.0
2010-01-09 20:10:00,0.0,0.0,0.0,-4.62,1.72,0.0
2010-01-09 21:10:00,0.0,0.0,0.0,-4.68,1.45,0.0
2010-01-09 22:10:00,0.0,0.0,0.0,-5.0,1.24,0.0
2010-01-09 23:10:00,0.0,0.0,0.0,-5.34,1.17,0.0
2010-01-10 00:10:00,0.0,0.0,0.0,-6.07,1.24,0.0
2010-01-10 01:10:00,0.0,0.0,0.0,-6.48,1.1,0.0
2010-01-10 02:10:00,0.0,0.0,0.0,-6.48,1.1,0.0
2010-01-10 03:10:00,0.0,0.0,0.0,-6.88,1.17,0.0
2010-01-10 04:10:00,0.0,0.0,0.0,-7.32,1.31,0.0
2010-01-10 05:10:00,0.0,0.0,0.0,-7.51,1.52,0.0
2010-01-10 06:10:00,0.0,0.0,0.0,-7.38,1.66,0.0
2010-01-10 07:10:00,0.0,0.0,0.0,-6.65,1.86,0.0
2010-01-10 08:10:00,13.34,23.97,7.53,-5.91,2.07,0.0
2010-01-10 09:10:00,30.27,42.34,13.65,-5.47,2.14,0.0
2010-01-10 10:10:00,24.86,36.75,17.8,-5.01,2.34,0.0
2010-01-10 11:10:00,29.36,41.54,19.61,-4.52,2.34,0.0
2010-01-10 12:10:00,238.92,234.85,18.88,-4.14,2.34,0.0
2010-01-10 13:10:00,47.42,59.91,15.69,-3.81,2.34,0.0
2010-01-10 14:10:00,45.92,58.18,10.36,-3.69,2.21,0.0
2010-01-10 15:10:00,3.61,11.7,3.32,-3.72,2.21,0.0
2010-01-10 16:10:00,0.0,0.0,0.0,-4.0,1.86,0.0
2010-01-10 17:10:00,0.0,0.0,0.0,-4.25,1.93,0.0
2010-01-10 18:10:00,0.0,0.0,0.0,-4.43,1.86,0.0
2010-01-10 19:10:00,0.0,0.0,0.0,-4.57,1.79,0.0
2010-01-10 20:10:00,0.0,0.0,0.0,-4.57,1.93,0.0
2010-01-10 21:10:00,0.0,0.0,0.0,-4.59,2.0,0.0
2010-01-10 22:10:00,0.0,0.0,0.0,-4.47,2.0,0.0
2010-01-10 23:10:00,0.0,0.0,0.0,-4.47,1.86,0.0
2010-01-11 00:10:00,0.0,0.0,0.0,-4.74,1.66,0.0
2010-01-11 01:10:00,0.0,0.0,0.0,-4.93,1.59,0.0
2010-01-11 02:10:00,0.0,0.0,0.0,-4.97,1.66,0.0
2010-01-11 03:10:00,0.0,0.0,0.0,-4.97,1.66,0.0
2010-01-11 04:10:00,0.0,0.0,0.0,-5.06,1.45,0.0
2010-01-11 05:10:00,0.0,0.0,0.0,-5.07,1.31,0.0
2010-01-11 06:10:00,0.0,0.0,0.0,-5.07,1.24,0.0
2010-01-11 07:10:00,0.0,0.0,0.0,-4.89,1.93,0.0
2010-01-11 08:10:00,36.55,48.57,7.61,-4.76,1.93,0.0
2010-01-11 09:10:00,52.01,64.16,13.75,-4.44,1.86,0.0
2010-01-11 10:10:00,74.54,86.0,17.93,-4.03,1.79,0.0
2010-01-11 11:10:00,60.41,72.69,19.76,-3.64,1.66,0.0
2010-01-11 12:10:00,40.09,52.72,19.04,-3.38,1.59,0.0
2010-01-11 13:10:00,75.6,87.12,15.86,-3.4,1.52,0.0
2010-01-11 14:10:00,40.46,52.96,10.54,-3.39,1.38,0.0
2010-01-11 15:10:00,4.07,12.39,3.5,-3.48,1.59,0.0
2010-01-11 16:10:00,0.0,0.0,0.0,-3.87,1.24,0.0
2010-01-11 17:10:00,0.0,0.0,0.0,-4.15,1.31,0.0
2010-01-11 18:10:00,0.0,0.0,0.0,-4.26,1.31,0.0
2010-01-11 19:10:00,0.0,0.0,0.0,-4.45,1.38,0.0
2010-01-11 20:10:00,0.0,0.0,0.0,-4.59,1.31,0.0
2010-01-11 21:10:00,0.0,0.0,0.0,-4.76,1.31,0.0
2010-01-11 22:10:00,0.0,0.0,0.0,-4.93,1.24,0.0
2010-01-11 23:10:00,0.0,0.0,0.0,-5.04,1.24,0.0
2010-01-12 00:10:00,0.0,0.0,0.0,-5.11,1.17,0.0
2010-01-12 01:10:00,0.0,0.0,0.0,-5.21,1.17,0.0
2010-01-12 02:10:00,0.0,0.0,0.0,-5.47,1.24,0.0
2010-01-12 03:10:00,0.0,0.0,0.0,-5.72,1.17,0.0
2010-01-12 04:10:00,0.0,0.0,0.0,-5.88,1.1,0.0
2010-01-12 05:10:00,0.0,0.0,0.0,-6.04,1.17,0.0
2010-01-12 06:10:00,0.0,0.0,0.0,-6.35,1.31,0.0
2010-01-12 07:10:00,0.0,0.0,0.0,-6.38,1.03,0.0
2010-01-12 08:10:00,59.91,70.68,7.71,-6.61,1.1,0.0
2010-01-12 09:10:00,124.13,130.43,13.87,-5.77,1.1,0.0
2010-01-12 10:10:00,171.04,174.3,18.06,-3.78,1.72,0.0
2010-01-12 11:10:00,330.67,320.64,19.91,-2.66,2.07,0.0
2010-01-12 12:10:00,285.5,279.65,19.21,-1.82,2.41,0.0
2010-01-12 13:10:00,74.97,87.03,16.04,-1.61,2.62,0.0
2010-01-12 14:10:00,613.31,590.5,10.72,-1.54,2.69,0.0
2010-01-12 15:10:00,2.23,9.64,3.68,-1.95,2.48,0.0
2010-01-12 16:10:00,0.0,0.0,0.0,-2.81,2.83,0.0
2010-01-12 17:10:00,0.0,0.0,0.0,-3.61,3.24,0.0
2010-01-12 18:10:00,0.0,0.0,0.0,-4.35,3.24,0.0
2010-01-12 19:10:00,0.0,0.0,0.0,-5.13,3.03,0.0
2010-01-12 20:10:00,0.0,0.0,0.0,-5.63,2.69,0.0
2010-01-12 21:10:00,0.0,0.0,0.0,-6.19,2.55,0.0
2010-01-12 22:10:00,0.0,0.0,0.0,-6.89,2.55,0.0
2010-01-12 23:10:00,0.0,0.0,0.0,-7.49,2.55,0.0
2010-01-13 00:10:00,0.0,0.0,0.0,-7.93,2.55,0.0
2010-01-13 01:10:00,0.0,0.0,0.0,-8.34,2.34,0.0
2010-01-13 02:10:00,0.0,0.0,0.0,-8.86,2.07,0.0
2010-01-13 03:10:00,0.0,0.0,0.0,-9.51,1.93,0.0
2010-01-13 04:10:00,0.0,0.0,0.0,-10.03,1.79,0.0
2010-01-13 05:10:00,0.0,0.0,0.0,-10.34,1.59,0.0
2010-01-13 06:10:00,0.0,0.0,0.0,-10.78,1.59,0.0
2010-01-13 07:10:00,0.0,0.0,0.0,-10.75,1.52,0.0
2010-01-13 08:10:00,85.35,92.71,7.81,-10.82,1.38,0.0
2010-01-13 09:10:00,80.26,89.07,13.99,-9.74,1.24,0.0
2010-01-13 10:10:00,72.86,83.52,18.21,-6.87,1.31,0.0
2010-01-13 11:10:00,74.17,85.48,20.08,-5.1,1.17,0.0
2010-01-13 12:10:00,70.3,82.28,19.39,-3.65,0.97,0.0
2010-01-13 13:10:00,305.0,298.29,16.23,-2.73,0.76,0.0
2010-01-13 14:10:00,63.76,75.85,10.91,-2.38,0.62,0.0
2010-01-13 15:10:00,13.2,23.94,3.86,-2.73,0.62,0.0
2010-01-13 16:10:00,0.0,0.0,0.0,-3.39,1.31,0.0
2010-01-13 17:10:00,0.0,0.0,0.0,-4.09,1.45,0.0
2010-01-13 18:10:00,0.0,0.0,0.0,-4.4,1.38,0.0
2010-01-13 19:10:00,0.0,0.0,0.0,-4.35,1.59,0.0
2010-01-13 20:10:00,0.0,0.0,0.0,-3.88,1.52,0.0
2010-01-13 21:10:00,0.0,0.0,0.0,-3.31,1.38,0.0
2010-01-13 22:10:00,0.0,0.0,0.0,-2.89,1.31,0.0
2010-01-13 23:10:00,0.0,0.0,0.0,-2.57,1.24,0.0
2010-01-14 00:10:00,0.0,0.0,0.0,-2.24,1.17,0.0
2010-01-14 01:10:00,0.0,0.0,0.0,-1.96,1.1,0.0
2010-01-14 02:10:00,0.0,0.0,0.0,-1.74,1.17,0.0
2010-01-14 03:10:00,0.0,0.0,0.0,-1.55,1.1,0.0
2010-01-14 04:10:00,0.0,0.0,0.0,-1.63,1.17,0.0
2010-01-14 05:10:00,0.0,0.0,0.0,-1.65,1.24,0.0
2010-01-14 06:10:00,0.0,0.0,0.0,-2.05,1.52,0.0
2010-01-14 07:10:00,0.0,0.0,0.0,-2.47,1.45,0.0
2010-01-14 08:10:00,166.26,169.82,7.92,-2.58,1.66,0.0
2010-01-14 09:10:00,165.65,169.91,14.12,-2.09,1.93,0.0
2010-01-14 10:10:00,76.79,89.12,18.36,-1.15,2.0,0.0
2010-01-14 11:10:00,66.78,79.88,20.24,-0.06,2.34,0.0
2010-01-14 12:10:00,76.96,89.77,19.57,0.4,2.62,0.0
2010-01-14 13:10:00,88.24,100.37,16.42,0.75,2.83,0.0
2010-01-14 14:10:00,244.25,243.17,11.1,0.55,2.69,0.0
2010-01-14 15:10:00,215.76,217.12,4.06,-0.3,2.76,0.0
2010-01-14 16:10:00,0.0,0.0,0.0,-1.6,2.76,0.0
2010-01-14 17:10:00,0.0,0.0,0.0,-2.49,2.62,0.0
2010-01-14 18:10:00,0.0,0.0,0.0,-3.4,2.48,0.0
2010-01-14 19:10:00,0.0,0.0,0.0,-5.06,2.28,0.0
2010-01-14 20:10:00,0.0,0.0,0.0,-5.92,2.21,0.0
2010-01-14 21:10:00,0.0,0.0,0.0,-6.7,2.14,0.0
2010-01-14 22:10:00,0.0,0.0,0.0,-7.41,2.07,0.0
2010-01-14 23:10:00,0.0,0.0,0.0,-8.06,2.0,0.0
2010-01-15 00:10:00,0.0,0.0,0.0,-8.86,1.93,0.0
2010-01-15 01:10:00,0.0,0.0,0.0,-9.71,1.79,0.0
2010-01-15 02:10:00,0.0,0.0,0.0,-10.69,1.66,0.0
2010-01-15 03:10:00,0.0,0.0,0.0,-11.71,1.31,0.0
2010-01-15 04:10:00,0.0,0.0,0.0,-11.53,0.9,0.0
2010-01-15 05:10:00,0.0,0.0,0.0,-11.31,0.76,0.0
2010-01-15 06:10:00,0.0,0.0,0.0,-12.21,1.03,0.0
2010-01-15 07:10:00,0.0,0.0,0.0,-8.05,0.62,0.0
2010-01-15 08:10:00,99.89,107.15,8.03,-7.97,0.55,0.0
2010-01-15 09:10:00,115.31,121.92,14.25,-7.35,0.62,0.0
2010-01-15 10:10:00,70.15,81.48,18.52,-5.94,0.34,0.0
2010-01-15 11:10:00,49.91,62.31,20.42,-4.63,0.07,0.0
2010-01-15 12:10:00,36.93,49.53,19.76,-3.6,0.41,0.0
2010-01-15 13:10:00,10.45,20.77,16.62,-3.08,0.28,0.0
2010-01-15 14:10:00,10.43,20.77,11.3,-2.77,0.14,0.0
2010-01-15 15:10:00,185.76,188.76,4.25,-2.91,0.48,0.0
2010-01-15 16:10:00,0.0,0.0,0.0,-3.9,1.31,0.0
2010-01-15 17:10:00,0.0,0.0,0.0,-4.67,1.38,0.0
2010-01-15 18:10:00,0.0,0.0,0.0,-5.07,1.24,0.0
2010-01-15 19:10:00,0.0,0.0,0.0,-5.59,1.1,0.0
2010-01-15 20:10:00,0.0,0.0,0.0,-6.18,1.24,0.0
2010-01-15 21:10:00,0.0,0.0,0.0,-6.85,1.31,0.0
2010-01-15 22:10:00,0.0,0.0,0.0,-7.75,1.45,0.0
2010-01-15 23:10:00,0.0,0.0,0.0,-8.55,1.52,0.0
2010-01-16 00:10:00,0.0,0.0,0.0,-9.45,1.66,0.0
2010-01-16 01:10:00,0.0,0.0,0.0,-9.98,1.72,0.0
2010-01-16 02:10:00,0.0,0.0,0.0,-10.26,1.72,0.0
2010-01-16 03:10:00,0.0,0.0,0.0,-10.55,1.66,0.0
2010-01-16 04:10:00,0.0,0.0,0.0,-10.84,1.79,0.0
2010-01-16 05:10:00,0.0,0.0,0.0,-10.91,2.0,0.0
2010-01-16 06:10:00,0.0,0.0,0.0,-11.07,2.0,0.0
2010-01-16 07:10:00,0.0,0.0,0.0,-10.66,1.93,0.0
